timestamp,value,anomaly_score,label,S(t)_standard
2014-04-01 00:00:00,19.761251902999998,0.0,0,0.0
2014-04-01 00:05:00,20.500833287,0.0,0,0.0
2014-04-01 00:10:00,19.9616414445,0.0,0,0.0
2014-04-01 00:15:00,21.4902660734,0.0,0,0.0
2014-04-01 00:20:00,20.1877394098,1.0,0,0.0
2014-04-01 00:25:00,19.9231256718,0.0,0,0.0
2014-04-01 00:30:00,21.698403961700002,0.0,0,0.0
2014-04-01 00:35:00,20.8787583842,0.0,0,0.0
2014-04-01 00:40:00,18.4461996294,1.0,0,0.0
2014-04-01 00:45:00,18.7108178448,1.0,0,0.0
2014-04-01 00:50:00,21.148491451800002,0.32196969696969696,0,0.0
2014-04-01 00:55:00,21.3434052847,0.3939393939393939,0,0.0
2014-04-01 01:00:00,20.1807633164,0.08712121212121213,0,0.0
2014-04-01 01:05:00,20.217820911500002,0.5378787878787878,0,0.0
2014-04-01 01:10:00,20.527731851400002,1.0,0,0.0
2014-04-01 01:15:00,19.7564630971,1.0,0,0.0
2014-04-01 01:20:00,20.7207964939,0.44,0,0.0
2014-04-01 01:25:00,18.4339250303,1.0,0,0.0
2014-04-01 01:30:00,21.845116969499998,0.4854137460780668,0,0.0
2014-04-01 01:35:00,21.0006192952,0.3691242525677338,0,0.0
2014-04-01 01:40:00,20.524696816,0.2533211264650626,0,0.0
2014-04-01 01:45:00,19.265288228,1.0,0,0.0
2014-04-01 01:50:00,18.6438219498,0.7628400099581109,0,0.0
2014-04-01 01:55:00,19.6373718553,1.0,0,0.0
2014-04-01 02:00:00,20.6463069623,1.0,0,0.0
2014-04-01 02:05:00,20.534838973699998,0.12897253087007382,0,0.0
2014-04-01 02:10:00,19.530564620299998,1.0,0,0.0
2014-04-01 02:15:00,20.4531455753,0.9838722485750176,0,0.0
2014-04-01 02:20:00,21.2549931823,0.31303521047202365,0,0.0
2014-04-01 02:25:00,18.1051390894,1.0,0,0.0
2014-04-01 02:30:00,19.8024841917,1.0,0,0.0
2014-04-01 02:35:00,21.0342209139,0.21161481366813945,0,0.0
2014-04-01 02:40:00,20.1845778819,0.08234305021142484,0,0.0
2014-04-01 02:45:00,20.6059043517,1.0,0,0.0
2014-04-01 02:50:00,20.0667055704,0.4413999489775419,0,0.0
2014-04-01 02:55:00,21.967498178699998,1.0,0,0.0
2014-04-01 03:00:00,18.218486146,1.0,0,0.0
2014-04-01 03:05:00,19.964179287100002,0.5120220007709246,0,0.0
2014-04-01 03:10:00,18.3656661965,0.4740558778398204,0,0.0
2014-04-01 03:15:00,18.6391422485,1.0,0,0.0
2014-04-01 03:20:00,19.5321534017,1.0,0,0.0
2014-04-01 03:25:00,18.622160366,0.6404484017461121,0,0.0
2014-04-01 03:30:00,21.854748663800002,0.4935959891136366,0,0.0
2014-04-01 03:35:00,21.7871591069,0.3194127489084695,0,0.0
2014-04-01 03:40:00,19.3444385849,0.26165499080688626,0,0.0
2014-04-01 03:45:00,20.5589908482,0.322123738343537,0,0.0
2014-04-01 03:50:00,20.1350132824,0.40263642448639736,0,0.0
2014-04-01 03:55:00,21.262347922100002,0.5335076276692461,0,0.0
2014-04-01 04:00:00,20.5097824393,0.3720291061559397,0,0.0
2014-04-01 04:05:00,18.001009818,1.0,0,0.0
2014-04-01 04:10:00,21.0526975424,0.34108493754411723,0,0.0
2014-04-01 04:15:00,20.9873924852,0.5372557194146514,0,0.0
2014-04-01 04:20:00,20.0388908223,0.3210992486225648,0,0.0
2014-04-01 04:25:00,21.6116758929,1.0,0,0.0
2014-04-01 04:30:00,21.633784822800003,0.2358892355943737,0,0.0
2014-04-01 04:35:00,20.0956467068,0.19795941641811188,0,0.0
2014-04-01 04:40:00,20.4319529248,0.034433721273420315,0,0.0
2014-04-01 04:45:00,21.9860882877,0.7149618199071758,0,0.0
2014-04-01 04:50:00,19.1952809392,0.0005478903561167666,0,0.0
2014-04-01 04:55:00,19.2984689692,0.0826379108090566,0,0.0
2014-04-01 05:00:00,18.7310956107,0.5311316217656913,0,0.0
2014-04-01 05:05:00,21.583467756599998,0.13192190656645172,0,0.0
2014-04-01 05:10:00,20.9779535598,0.2154621088156943,0,0.0
2014-04-01 05:15:00,18.4225713955,0.16112938140175806,0,0.0
2014-04-01 05:20:00,21.9270694048,0.29396248994027063,0,0.0
2014-04-01 05:25:00,20.9238468326,0.018690700693438332,0,0.0
2014-04-01 05:30:00,21.4020884384,0.05960824444541184,0,0.0
2014-04-01 05:35:00,18.192603156700002,0.35936448602539656,0,0.0
2014-04-01 05:40:00,20.0198436758,0.9100642504735534,0,0.0
2014-04-01 05:45:00,20.7943931469,0.07126726322239882,0,0.0
2014-04-01 05:50:00,20.1717863383,0.6034443164210349,0,0.0
2014-04-01 05:55:00,20.6665898628,0.4697025425110414,0,0.0
2014-04-01 06:00:00,21.2714962544,0.14510745970711614,0,0.0
2014-04-01 06:05:00,19.497348251800002,0.04416999653185555,0,0.0
2014-04-01 06:10:00,21.3946747025,0.2582125831481787,0,0.0
